,index,utterance,intentClass
14321,14325,ree mmr,O
14322,14326,G?,A
14323,14327,gg,O
14324,14328,its [SEPA] just a game,I
14325,14329,ok2,O
14326,14330,couldn't won,O
14327,14331,road>>>>>>>>>>>>6k,O
14328,14332,FUICKING MY NET,O
14329,14333,gg,O
14330,14334,Report my team [SEPA] report necro wr sf,A
14331,14335,0 3,I
14332,14336,sorry,O
14333,14337,bye2x [SEPA] :D,O
14334,14338,u didnt dc,O
14335,14339,ez tbd,I
14336,14340,lol,O
14337,14341,lol pl,O
14338,14342,lina lose mid [SEPA] dont know why,O
14339,14343,what,O
14340,14344,we wated for u,A
14341,14345,why dont u just end this joke?,O
14342,14346,end,O
14343,14347,yeah but seriously finish the game,O
14344,14348,wp,O
14345,14349,LOOOOOOOOOOOOOOOOOL [SEPA] DAUNI SUKA :D,O
14346,14350,ez,I
14347,14351,he dr,O
14348,14352,lol,O
14349,14353,GG,O
14350,14354,yey,O
14351,14355,OYOYOYOYOY,O
14352,14356,look recent matches [SEPA] sf player [SEPA] and still bad,E
14353,14357,report whole team... [SEPA] start with SF [SEPA] antimage said aghs is item on lich... [SEPA] okay [SEPA],A
14354,14358,COme [SEPA] 1vs1 [SEPA] ursa,O
14355,14359,oh true,O
14356,14360,lol [SEPA] :D,O
14357,14361,wp,O
14358,14362,He is so shit [SEPA] LOOK AT THIS AM [SEPA] HE IS SO SHIT,E
14359,14363,gg,O
14360,14364,ggwp,O
14361,14365,what a game,O
14362,14366,nao é culpa dele,O
14363,14367,if he abbandons we dont lose points [SEPA] so its fine,O
14364,14368,Stupid,E
14365,14369,wtf,O
14366,14370,thats bs,O
14367,14371,gg,O
14368,14372,hit the throne,O
14369,14373,let the poor man pee,O
14370,14374,zeus is the noobest [SEPA] admit it,E
14371,14375,pipe won't be useful in this one,O
14372,14376,blamming time,O
14373,14377,Jan-60,O
14374,14378,thsi injoker fuck,E
14375,14379,never back down right,I
14376,14380,let [SEPA] omni [SEPA] and wait qop respawn [SEPA] meh??,A
14377,14381,lol [SEPA] kill,O
14378,14382,Gee gee,O
14379,14383,blademail again ?,O
14380,14384,gg,O
14381,14385,GO [SEPA] GO LEAP [SEPA] MUTHAFACKA,E
14382,14386,all report our team,A
14383,14387,end fast,O
14384,14388,haha,O
14385,14389,logging in [SEPA] ty [SEPA] :),O
14386,14390,fellow 4.2 :;-),O
14387,14391,go trying lol,O
14388,14392,alsdasd [SEPA] qweqwe [SEPA] lag,O
14389,14393,haha T_T,O
14390,14394,gg,O
14391,14395,damn wind ranger saved ur lifes,O
14392,14396,rofl,O
14393,14397,SAVED,O
14394,14398,lapo,O
14395,14399,?,O
14396,14400,get out of ma hood,O
14397,14401,thnx [SEPA] guys,O
14398,14402,by the way happy diwali & new year guys,O
14399,14403,fakkkkkkkkk,O
14400,14404,+ [SEPA] tinker + meepo [SEPA] meepo cfg activated,O
14401,14405,TOLD U,O
14402,14406,yeah,O
14403,14407,somehow i didnt see the rest of you lol,O
14404,14408,i know [SEPA] didnt try in 43 min [SEPA] wanna defnd at the end,O
14405,14409,all shit items,E
14406,14410,"this guy is rude from the start, i wouldnt for him if uask me",O
14407,14411,dEF,O
14408,14412,FUCK YOU MOTHER FUCKERS,E
14409,14413,putins,O
14410,14414,SUCH A DEAD WEIGH STORM AND MIRANA [SEPA] FUCK THIS,E
14411,14415,very good,O
14412,14416,hahahaa [SEPA] fu,E
14413,14417,EZ TA HARD [SEPA] :D:D:D:D:D [SEPA] MUTED ALL,I
14414,14418,not rc ?,O
14415,14419,BYE,O
14416,14420,ez,I
14417,14421,sf not u,E
14418,14422,TBH [SEPA] IS THIS RUSSIA SERVER [SEPA] OR EU [SEPA] FOR FUCK SAKES,E
14419,14423,sniper ddoss [SEPA] stop fucking ddosi [SEPA] noob shit cyka [SEPA] troll ddos,E
14420,14424,for what?,O
14421,14425,),O
14422,14426,report omni please:) [SEPA] this russian :))))))))))))))))))))))))))))))))))),E
14423,14427,sf is worse???,O
14424,14428,;),O
14425,14429,?,O
14426,14430,Lol [SEPA] i aint winning anyway [SEPA] my shaker loves suiciding,O
14427,14431,5k,O
14428,14432,am shit pick,E
14429,14433,ez mid am i rite,I
14430,14434,can u go mid [SEPA] and end???+,O
14431,14435,ahhahaa,O
14432,14436,tf,O
14433,14437,this slark [SEPA] hes going mental,I
14434,14438,BACK TO MEEEE,O
14435,14439,!!!!,O
14436,14440,AJJAJAJ [SEPA] THIS SATANIC,O
14437,14441,if your carries fall your fault,O
14438,14442,NO SOY COMO AL AM RETRASADO,E
14439,14443,then u are bad,O
14440,14444,nice pudge pick,O
14441,14445,HELLO [SEPA] ARCANA BOY [SEPA] SUCK MY DICK,E
14442,14446,LEL [SEPA] EE PLAYS [SEPA] KAPPA [SEPA] bash lord,O
14443,14447,the jukes are real,O
14444,14448,xD,O
14445,14449,no carrys fucking idiots,E
14446,14450,IDIOT RUSS,E
14447,14451,cause u LIKE DENDI [SEPA] fuck yeah,E
14448,14452,Brood do u have fun ?,O
14449,14453,viva peru,E
14450,14454,gg,O
14451,14455,no tp [SEPA] nobody loves me,O
14452,14456,i k [SEPA] i got silencer that cant kill [SEPA] and ta that doesnt know about bottle refill [SEPA] fucking sad,E
14453,14457,Wrong click hahaha,O
14454,14458,WHAT NOW,O
14455,14459,go feed,I
14456,14460,sorry,O
14457,14461,ggwo,O
14458,14462,? [SEPA] EZ,I
14459,14463,wp,O
14460,14464,yoo,O
14461,14465,fv almost teamkilled me xD,O
14462,14466,you started,O
14463,14467,dont def [SEPA] WTF,O
14464,14468,))0,O
14465,14469,silancer last pick,O
14466,14470,stfu,E
14467,14471,dont kill me QOP [SEPA] T.T [SEPA] let me farm,O
14468,14472,gg,O
14469,14473,easy mider,I
14470,14474,pls [SEPA] report [SEPA] wk and medusa,A
14471,14475,"we won, radiant have domestics",O
14472,14476,and so?,O
14473,14477,hah,O
14474,14478,gg,O
14475,14479,haha [SEPA] wew missclicked,O
14476,14480,fuck u laughing at chinese cunt,E
14477,14481,Report undying for fucking being so useless,E
14478,14482,relax bb was a god,O
14479,14483,noob [SEPA] wtf [SEPA] so noob [SEPA] ez,E
14480,14484,ty,O
14481,14485,?,O
14482,14486,hahaha,O
14483,14487,alche [SEPA] lol,O
14484,14488,lol [SEPA] gg [SEPA] gg,O
14485,14489,plz,O
14486,14490,ff,O
14487,14491,your* [SEPA] yeap,O
14488,14492,no way,O
14489,14493,Lel,O
14490,14494,ggwp,O
14491,14495,sry windows update,O
14492,14496,GG EVER,O
14493,14497,yes,O
14494,14498,was fun,O
14495,14499,hope so,O
14496,14500,Hahaha,O
14497,14501,I CAME,O
14498,14502,END now,O
14499,14503,you rage quit necto [SEPA] after likens,I
14500,14504,? [SEPA] who dead,O
14501,14505,asad,O
14502,14506,afk lioch,A
14503,14507,he has nothing [SEPA] 30mins,O
14504,14508,ty,O
14505,14509,^_^,O
14506,14510,sure win?,O
14507,14511,lol,O
14508,14512,gg wp,O
14509,14513,o.o,O
14510,14514,dota lag,O
14511,14515,gg,O
14512,14516,scare?,O
14513,14517,stop rat doto please,O
14514,14518,GG,O
14515,14519,sk outplayed,O
14516,14520,?,O
14517,14521,:3,O
14518,14522,cry me a river,O
14519,14523,GGWP,O
14520,14524,gg,O
14521,14525,ez mmr [SEPA] noob magnus,E
14522,14526,im such a bitch [SEPA] leaveing a carry like that,E
14523,14527,qop so much trust,O
14524,14528,can u even imagine,O
14525,14529,lich,O
14526,14530,60 mins not easy :),O
14527,14531,please [SEPA] ims erious,O
14528,14532,ok,O
14529,14533,cry bro,O
14530,14534,gago,O
14531,14535,WR IS TALKING HE MID [SEPA] how true it is,O
14532,14536,gl no hf,O
14533,14537,lol,O
14534,14538,lol,O
14535,14539,KKG [SEPA] KANTOT KA GIRL,O
14536,14540,yawn.,O
14537,14541,ahahahah,O
14538,14542,hahaha [SEPA] my this time is good not failing in mid,O
14539,14543,THEY JSUT FEED [SEPA] NO MATTER THE HERO,O
14540,14544,gg,O
14541,14545,how bad can one 6.2k player be [SEPA] thats the q,O
14542,14546,ok,O
14543,14547,<3,O
14544,14548,[SEPA] phone,O
14545,14549,I HAS NO MONEY,O
14546,14550,Dick,E
14547,14551,ohh,O
14548,14552,4.1k,O
14549,14553,shto,O
14550,14554,he cant even change his skill [SEPA] no,O
14551,14555,??,O
14552,14556,:D,O
14553,14557,,O
14554,14558,GGGGGGGGGGGGGGG,O
14555,14559,"support drow, last meta",O
14556,14560,sf muted [SEPA] list,O
14557,14561,1min,O
14558,14562,the kite,O
14559,14563,BUT WHY SO Ez?,I
14560,14564,gg wo [SEPA] wp,O
14561,14565,ok ember,O
14562,14566,gl hf,O
14563,14567,gg [SEPA] end it,O
14564,14568,HAHAHA,O
14565,14569,melbourne sound bra,O
14566,14570,hooks boyz,O
14567,14571,guys my kfc is gonna be cold [SEPA] fucking [SEPA] fast,E
14568,14572,"Awer,kw",O
14569,14573,ALCH NOOB,E
14570,14574,,O
14571,14575,rubick is useless [SEPA] fuck,E
14572,14576,gg [SEPA] dota,O
14573,14577,ty,O
14574,14578,haha,O
14575,14579,you're fucking shit,E
14576,14580,i agreee,O
14577,14581,),O
14578,14582,rofl,O
14579,14583,gg,O
14580,14584,back,O
14581,14585,gg,O
14582,14586,rekt,O
14583,14587,ggwp,O
14584,14588,gg,O
14585,14589,click r,O
14586,14590,too much talk,O
14587,14591,dead,O
14588,14592,haha [SEPA] comback ?,O
14589,14593,this sven love you invo,O
14590,14594,gg,O
14591,14595,why u gonna be so noob,E
14592,14596,OMG [SEPA] I SHIT QUED THAT [SEPA] FUCKING PERFECTLY TIMED [SEPA] HOW/ [SEPA] U R A FUCKING ROBOT,E
14593,14597,hehehe,O
14594,14598,die [SEPA] LGA [SEPA] WTF,I
14595,14599,tru [SEPA] ggwp everyone,O
14596,14600,ggwp,O
14597,14601,cmere [SEPA] ahahahahha,O
14598,14602,ez,I
14599,14603,lel 2.0,O
14600,14604,u 2,O
14601,14605,dfc fk[bvbr yektdsq hdtn,O
14602,14606,Thats why i predict.,O
14603,14607,LOL [SEPA] ember same lvl as me,O
14604,14608,reporta [SEPA] esse sf [SEPA] figueiredo [SEPA] filho da puta,A
14605,14609,Game was good [SEPA] sf,O
14606,14610,gg,O
14607,14611,GG i m throwing,O
14608,14612,none one died [SEPA] oh es,O
14609,14613,?,O
14610,14614,hahaha,O
14611,14615,what arrow/,O
14612,14616,7 POPAl [SEPA] 0% MISS,O
14613,14617,pls reporspec [SEPA] ty,A
14614,14618,ggwp,O
14615,14619,bottom of the gbarrel dota players,O
14616,14620,Lol,O
14617,14621,but he swaggy b\,O
14618,14622,sad bois,O
14619,14623,SAVED,O
14620,14624,it will be fun,O
14621,14625,ggwp,O
14622,14626,0 dmg jugger [SEPA],I
14623,14627,lol that backtrack,O
14624,14628,Luck [SEPA] basted [SEPA] bastard,E
14625,14629,easerion firstbloodion,O
14626,14630,top,O
14627,14631,best jugger eu,O
14628,14632,omni.. please dont tell anyone bout that miss,O
14629,14633,no hook,O
14630,14634,sladar u kinda scared me haha,O
14631,14635,he plays 1vs5 [SEPA] u fuck,E
14632,14636,hahaha [SEPA] pro [SEPA] let me know when you reach 7k mmr,O
14633,14637,want me to pause,A
14634,14638,just problem,O
14635,14639,:),O
14636,14640,Grammar nazi,E
14637,14641,fail mid,O
14638,14642,:DD,O
14639,14643,hahahah,O
14640,14644,gg,O
14641,14645,gl boy [SEPA] see u later,O
14642,14646,cmon dude,O
14643,14647,shit game,E
14644,14648,x) [SEPA] hard to carry 4k ah [SEPA] they think like 2k [SEPA] play like 1k,I
14645,14649,all hail mr sf,O
14646,14650,sry. !!,O
14647,14651,ty,O
14648,14652,60 min in [SEPA] ff xD,O
14649,14653,lel,O
14650,14654,hahah,O
14651,14655,game losing miss,O
14652,14656,man you gotta do what you gotta do..,O
14653,14657,gg wp,O
14654,14658,GG cmd me,O
14655,14659,lol a hope for alive,O
14656,14660,Please,O
14657,14661,wat?,O
14658,14662,kill me [SEPA] I FEED [SEPA] TRASH TEAM,E
14659,14663,carry me,O
14660,14664,best sf,O
14661,14665,w8 pudge,A
14662,14666,:(,O
14663,14667,WPWP [SEPA] me babes,O
14664,14668,u cant defend?,O
14665,14669,comeback mega creeps,O
14666,14670,shoppin qop,O
14667,14671,lucky tiny toss me,O
14668,14672,wk nice aim,O
14669,14673,ck [SEPA] [SEPA] but we dont flame,A
14670,14674,es,O
14671,14675,?,O
14672,14676,at least i was 1-1 when u 0-7,I
14673,14677,Farm? [SEPA] wp,O
14674,14678,ez like retards,E
14675,14679,??,O
14676,14680,crying on 22,O
14677,14681,look at my eyes,O
14678,14682,gg,O
14679,14683,haha [SEPA] st is so bad,O
14680,14684,omnislash,O
14681,14685,noob [SEPA] pick tiny,E
14682,14686,eaeaea,O
14683,14687,B,O
14684,14688,lol,O
14685,14689,ty,O
14686,14690,HA,O
14687,14691,i feel ya bro,O
14688,14692,ty,O
14689,14693,[SEPA] Im playin team with my mates lawl [SEPA] win mmr ez [SEPA] win any game ez,I
14690,14694,viper finally got mek [SEPA] at 30 minutes,O
14691,14695,oh [SEPA] haha,O
14692,14696,slARK [SEPA] gET [SEPA] rETK,O
14693,14697,ouch SAMUEL,O
14694,14698,lol,O
14695,14699,private just go,O
14696,14700,^,O
14697,14701,come here,O
14698,14702,P A I N T,O
14699,14703,WOAH [SEPA] nerf,O
14700,14704,ahhaah,O
14701,14705,LMFAO,O
14702,14706,lol tornado saved him ahha,O
14703,14707,me no cover you blank :(,O
14704,14708,gg,O
14705,14709,at least he randomed and claimed mid [SEPA] ez loose,I
14706,14710,gg,O
14707,14711,ty bara,O
14708,14712,lol [SEPA] ok i lied [SEPA] sorry,O
14709,14713,haha,O
14710,14714,wtf this team bunch of idiots,E
14711,14715,kabobobo nyu,O
14712,14716,jugg farmed 4x slark [SEPA] when u lost early game [SEPA] this is dota,O
14713,14717,not worth sitting a lina,O
14714,14718,promise?,O
14715,14719,Ez,I
14716,14720,i got pro,O
14717,14721,b4 u go in,O
14718,14722,GG,O
14719,14723,??,O
14720,14724,QOP PRO,O
14721,14725,lol,O
14722,14726,nice blink,O
14723,14727,uninstall retard qop,E
14724,14728,FVCK,O
14725,14729,bounty? [SEPA] are u tilting ?,O
14726,14730,ez,I
14727,14731,GGWP,O
14728,14732,hey [SEPA] care undying [SEPA] go mid [SEPA] well [SEPA] so nice [SEPA] idiot undying,E
14729,14733,XD,O
14730,14734,jsut fught,O
14731,14735,don't worry,O
14732,14736,ggwp,O
14733,14737,Rage quit/,I
14734,14738,SAVED,O
14735,14739,hahaha,O
14736,14740,best sf ever,O
14737,14741,BEAST [SEPA] MODE!,O
14738,14742,too much [SEPA] friend,O
14739,14743,so much alche [SEPA] sad,O
14740,14744,its a trapp,O
14741,14745,we accept your offering,O
14742,14746,rude,O
14743,14747,got u,O
14744,14748,เเ [SEPA] gg,O
14745,14749,gg,O
14746,14750,nice ultimate,O
14747,14751,lol,O
14748,14752,HF,O
14749,14753,FUK U PL [SEPA] FUK U [SEPA] fukcing cunt... gona leave u die,E
14750,14754,not in mood [SEPA] rite now,O
14751,14755,k,O
14752,14756,comeback is real,O
14753,14757,toos [SEPA] tooos,O
14754,14758,watch out that guy had a bad game once ;),O
14755,14759,noob [SEPA] shit [SEPA] gettin rampage [SEPA] rofl [SEPA] PROFILE WILL SAY [SEPA] RAMPAGE,E
14756,14760,sometimes you have SD and kka sucking your dick [SEPA] sometimes you have lvl7 pudga 30minutes in [SEPA] that just skilled ultimate,E
14757,14761,WUDLVE WON WHILE BACK IF WE DIDNT HAVE THIS DOOM,O
14758,14762,ez,I
14759,14763,G TY,A
14760,14764,wait,A
14761,14765,lel,O
14762,14766,my mum is a cow,O
14763,14767,dont mind if u do,O
14764,14768,can pls waste time?,A
14765,14769,#jukes,O
14766,14770,hes offline,O
14767,14771,ez,I
14768,14772,i didnt attack you thatswhy,O
14769,14773,GGWP,O
14770,14774,Lol\,O
14771,14775,ahaha,O
14772,14776,online now,O
14773,14777,suck dick gay fucker,E
14774,14778,you 938 dmg from attacks [SEPA] times you even me ...,A
14775,14779,TY PRO,O
14776,14780,?,O
14777,14781,"[SEPA] report clinkz plox, ty",A
14778,14782,:(,O
14779,14783,LOL IT TOOK 3 OF YOU TO KILL ME! LMAO XDDDD,O
14780,14784,wow. 0/9 [SEPA] he's meant to be a pro.,I
14781,14785,PL low health on top,O
14782,14786,no reason [SEPA] lol,O
14783,14787,i want to die fast [SEPA] so i can respawn,O
14784,14788,yes,O
14785,14789,not really [SEPA] just boosting,O
14786,14790,BH AND UDY [SEPA] 2 FUCKING MOTHERFUCKERS SUCKERS,E
14787,14791,i think i need uilt and tp,O
14788,14792,GGWP,O
14789,14793,he just like your name,O
14790,14794,end afk,A
14791,14795,rq?,O
14792,14796,report silencer,A
14793,14797,EnD,O
14794,14798,rekt,O
14795,14799,haha,O
14796,14800,wp husker i u,O
14797,14801,EZ? [SEPA] hahahaha [SEPA] lol!,I
14798,14802,fish water,O
14799,14803,dive tower,O
14800,14804,wow guys [SEPA] i should get a battlefury,O
14801,14805,kk,O
14802,14806,fuck you,E
14803,14807,fail [SEPA] lol,O
14804,14808,mad templar [SEPA] rip,O
14805,14809,1k,I
14806,14810,Q E,O
14807,14811,let them def,O
14808,14812,fucking lie [SEPA] wtf invoker,E
14809,14813,w0w,O
14810,14814,[SEPA] my team dog me [SEPA] team to good [SEPA] karam,E
14811,14815,we were away?,O
14812,14816,sounds about right,O
14813,14817,This your fucking animal,E
14814,14818,gg wo,O
14815,14819,gg weaver,O
14816,14820,SAD SF,O
14817,14821,,O
14818,14822,kek botz,O
14819,14823,Hey big spender,O
14820,14824,me [SEPA] my friend,O
14821,14825,gg,O
14822,14826,did I penetrate you too hard?,O
14823,14827,1 !!,O
14824,14828,we dno,A
14825,14829,ursa 2-11,I
14826,14830,suicide now,A
14827,14831,Awww [SEPA] wao,O
14828,14832,u were dead,O
14829,14833,WOW [SEPA] that last second,O
14830,14834,easy game for slardar,I
14831,14835,lmao,O
14832,14836,WAS THAT HURT ?|,O
14833,14837,wow,O
14834,14838,hi drow,O
14835,14839,so?,O
14836,14840,no it aint,O
14837,14841,stupid,E
14838,14842,ez jungle,I
14839,14843,Save to lafe,O
14840,14844,:D,O
14841,14845,lel,O
14842,14846,3 sir [SEPA] i got 3,O
14843,14847,yea,O
14844,14848,well that is,O
14845,14849,summail ? 1-3 ? sad,E
14846,14850,ggwp,O
14847,14851,lmfao ur mom [SEPA] dickhead,E
14848,14852,nice set puc,O
14849,14853,....,O
14850,14854,lies,O
14851,14855,puj,O
14852,14856,WTF,O
14853,14857,../..,O
14854,14858,GG WP,O
14855,14859,lol,O
14856,14860,WOW,O
14857,14861,1 man doto,O
14858,14862,there is no one to blame [SEPA] we played like shit,E
14859,14863,these guys [SEPA] think that 20-0 is more important than winning the game,O
14860,14864,report meepo pls,A
14861,14865,wlwlwlwllww [SEPA] torso highest here,O
14862,14866,ggwp,O
14863,14867,shut it moron,E
14864,14868,haha,O
14865,14869,2 crits [SEPA] really? [SEPA] just a joke,O
14866,14870,just say u are a pussy [SEPA] and need help,E
14867,14871,Gg,O
14868,14872,comend me [SEPA] see` naga funny,A
14869,14873,Haha [SEPA] Ez top [SEPA] Ez,I
14870,14874,tiny afk [SEPA] wait pls,A
14871,14875,sorry dude need,O
14872,14876,fuck di tipu gua,E
14873,14877,disruptor too pro,O
14874,14878,Expects me to farm it :(,O
14875,14879,gay,E
14876,14880,ajajja,O
14877,14881,that feed,O
14878,14882,btw [SEPA] roshan.,O
14879,14883,only died 10 times,O
14880,14884,pause,A
14881,14885,gg,O
14882,14886,yum,O
14883,14887,haha [SEPA] wkwkwkwkw,O
14884,14888,german playstlye,O
14885,14889,LOL,O
14886,14890,lol gg wp,O
14887,14891,6 million dollar echo ES,O
14888,14892,don't worry you win the game,O
14889,14893,[SEPA] dat rape,E
14890,14894,? [SEPA] NO SORY,O
14891,14895,lol [SEPA] every game is trying,O
14892,14896,))) [SEPA] just [SEPA] report this shit,E
14893,14897,heuheu,O
14894,14898,:),O
14895,14899,For the last time,O
14896,14900,gg waste of an hour [SEPA] fun game great,O
14897,14901,:(,O
14898,14902,brains,O
14899,14903,ohh ez mmr,I
14900,14904,ITS GG,O
14901,14905,talk to much you do,O
14902,14906,wp injoker,O
14903,14907,i got photo [SEPA] at 10pm,O
14904,14908,Jan-58,O
14905,14909,o0o,O
14906,14910,ggwp,O
14907,14911,?,O
14908,14912,tu vieja,O
14909,14913,ratas,O
14910,14914,i swear i wont def with a moron wk,E
14911,14915,we are losing,O
14912,14916,+ [SEPA] tiny retard [SEPA] noob...,E
14913,14917,i wanna play dota,O
14914,14918,its ok,O
14915,14919,?,O
14916,14920,gg,O
14917,14921,autistic as fuck,E
14918,14922,yeah ty [SEPA] that would be cool,O
14919,14923,i tried :(,O
14920,14924,SERIOUS,O
14921,14925,wp2,O
14922,14926,gget me my 6350 [SEPA] back,O
14923,14927,suck,E
14924,14928,ez mid 2,I
14925,14929,i dont even know hwats he saying [SEPA] i muted him,O
14926,14930,fuck dota [SEPA] toxic dogs,E
14927,14931,.. shitty mirana,E
14928,14932,just jokeing,O
14929,14933,sad [SEPA] ez [SEPA] so noob,E
14930,14934,go end,O
14931,14935,Gg,O
14932,14936,LOL,O
14933,14937,fuckin useless,E
14934,14938,this razor says we're a bad team,E
14935,14939,?,O
14936,14940,slark midas carried us,O
14937,14941,Sf said if lose he dota [SEPA] wp predict me,O
14938,14942,bye,O
14939,14943,HAHA,O
14940,14944,voker [SEPA] rly unskilled [SEPA] proved,O
14941,14945,./.,O
14942,14946,noob snipe,E
14943,14947,we are africa,E
14944,14948,guys [SEPA] team wanna fuck me,E
14945,14949,u seem angry [SEPA] are u ok,O
14946,14950,lol yeah dotacinema,O
14947,14951,??,O
14948,14952,just ONE>>> [SEPA] ONEEE,O
14949,14953,lol,O
14950,14954,he farm he leave [SEPA] it's okay,O
14951,14955,yes,O
14952,14956,Gg na,O
14953,14957,without boots [SEPA] lmao,I
14954,14958,enigma sk jakiro [SEPA] suck my dick,E
14955,14959,2 15 [SEPA] 4 16 [SEPA] how hell these people [SEPA] polaying ranked games [SEPA] answer me someone,I
14956,14960,if you are a feeder [SEPA] dont talk shit [SEPA] 5 21 [SEPA] with nyx,E
14957,14961,if u dc i will w8,A
14958,14962,Lol,O
14959,14963,lol,O
14960,14964,HAHAHA,O
14961,14965,he said he can solo you in bot [SEPA] so i left him,O
14962,14966,GGWP,O
14963,14967,w8,A
14964,14968,nc arrow,O
14965,14969,[SEPA] fuck u [SEPA] bae,E
14966,14970,ez miss,I
14967,14971,hi blank,O
14968,14972,++ [SEPA] 0ward,O
14969,14973,sexally [SEPA] ooh,O
14970,14974,where is the bomb,O
14971,14975,:o [SEPA] xD,O
14972,14976,DUDE [SEPA] HELP YOUR TEAMMATES [SEPA] INSTEAD OF KILLING A BH,O
14973,14977,ez [SEPA] ez,I
14974,14978,yeah,O
14975,14979,gg,O
14976,14980,please wiat [SEPA] rc,O
14977,14981,how can my whole be so bad? [SEPA] can you answer me?,O
14978,14982,fuck mtoher mirana [SEPA] pls [SEPA] report mirana [SEPA] and finsih,E
